Refcode,metal,Atomic_number,Atomic_weight,Atomic_redius,M_electronegativity,Polarizability,Electron_affinity,Allen_en,Ghosh_en,Pauling_en,Inchikey
OPOYAU,Na,11,22.98976928,1.66,2.56953835,162.7,0.547926,5.14,0.093214,0.93,WYURNTSHIVDZCO-UHFFFAOYSA-N
OQEFEW,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,SJPJZVNKCXXUTG-UHFFFAOYSA-N
OQEPEG,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,HXOKOZAOYHVUDX-UHFFFAOYSA-N
OQIQIQ,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
OQIQOW,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
OQOBUT,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,YKIRFVZUSXXHGB-UHFFFAOYSA-N
OQOCAA,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,YKIRFVZUSXXHGB-UHFFFAOYSA-N
ORIZEW,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,QQGBOTMLLKVQQE-UHFFFAOYSA-N
ORIZIA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,CBEDMMQBWSKDSO-UHFFFAOYSA-N
OROBAA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,CBEDMMQBWSKDSO-UHFFFAOYSA-N
OSOMUG,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,DGEZNRSVGBDHLK-UHFFFAOYSA-N
OSONIV,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,NPAXPTHCUCUHPT-UHFFFAOYSA-N
OSUWIJ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,BXIRJMAYEFDCQS-UHFFFAOYSA-N
OTABES,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,KMWGWDGIFWLRKA-LWQDQPMZSA-N
OTAQAD,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,KMWGWDGIFWLRKA-LWQDQPMZSA-N
OTEGOL,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OTEGUR,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OTIBUQ,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,BDZQVAFRYPJLFR-LWQDQPMZSA-N
OTIPOY,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,LTDLIQYYMZPHBG-UHFFFAOYSA-N
OTIQAL,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,STHNRQRSBRKRGL-OWOJBTEDSA-N
OTIQEP,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,OWVZESVDNQLQPV-UHFFFAOYSA-N
OTOCUX,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SFBKXYZXNWFRIK-UHFFFAOYSA-N
OTOVEA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,LTDLIQYYMZPHBG-UHFFFAOYSA-N
OTOVIE,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,IXWRBNVYDBIABG-OWOJBTEDSA-N
OTUPUQ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,YMDSDWWNLAJXLV-ZETCQYMHSA-N
OVAKUT,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,TUAKVCQTMCAWNC-AATRIKPKSA-N
OVEDAV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PVAQSGXNQUFOMY-UHFFFAOYSA-N
OVIHOR,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DCNWZFYFAQIPBD-UHFFFAOYSA-N
OVIHOR01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DCNWZFYFAQIPBD-UHFFFAOYSA-N
OVIHOR02,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DCNWZFYFAQIPBD-UHFFFAOYSA-N
OVIHOR03,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DCNWZFYFAQIPBD-UHFFFAOYSA-N
OWAWOZ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,UYHHYFDKCLECEJ-UHFFFAOYSA-N
OWAWUF,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JUJWROOIHBZHMG-UHFFFAOYSA-N
OWIHIN,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OWIHUZ,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OWIJAH,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OWIJOV,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,IYWHHQIISFHPNX-UHFFFAOYSA-N
OXALUV,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,ZOAYVLMXNYVSMH-UHFFFAOYSA-N
OXAMCD03,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
OXAZIY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,KSDSZLDVENPYFW-UHFFFAOYSA-N
OXOXIK,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MWVTWFVJZLCBMC-UHFFFAOYSA-N
OXOXOQ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MWVTWFVJZLCBMC-UHFFFAOYSA-N
OXUXAI02,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,FJXHPRVSTIXUPE-RYQLWAFASA-N
OYOSAX,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DESKXQISJOCIDX-UHFFFAOYSA-N
OZABUO,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,GERLAUAABWBNSZ-UHFFFAOYSA-N
OZAVOC,Sr,38,87.62,1.95,2.8474336,197.2,0.048,5.695,0.1185082,0.95,FXHOOIRPVKKKFG-UHFFFAOYSA-N
OZONIC,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,XDZPALHQIHAKSY-UHFFFAOYSA-N
PACMEM,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,LSNWKTYNYIGBCH-SSDOTTSWSA-N
PAFMOB,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SMWDFEZZVXVKRB-UHFFFAOYSA-N
PAFNUI,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JLLHPDUKSAYWPE-UHFFFAOYSA-N
PAFWEB,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PPHVFMDULQHSTJ-UHFFFAOYSA-N
PAGQEU,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PAGQIY,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PAHRIB,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI01,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI02,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI03,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI04,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHSOI05,Pd,46,106.42,1.39,4.16843,26.14,0.562,9.402000000000001,0.1440276,2.2,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PAHTAU,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DGEZNRSVGBDHLK-UHFFFAOYSA-N
PAJTOK,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,IJLYPAVWZKXQNW-UHFFFAOYSA-N
PAKGAL,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,VMUNPDQSYGANHO-UHFFFAOYSA-N
PAKGEP,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,HFYUSVYBHQBFRN-UHFFFAOYSA-N
PAKRIF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWHUSUFTBDLEKG-UHFFFAOYSA-N
PALSAZ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,FVLMOSCDDAWUAP-UHFFFAOYSA-N
PAMCUB,Ru,44,101.07,1.46,3.68025,72.0,1.05,9.1,0.1376494,2.2,GLGSZERYOLHNML-UHFFFAOYSA-N
PAMHES01,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZMXDDKWLCZADIW-UHFFFAOYSA-N
PAMKIZ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,SYWZZUKMJHHSCC-UHFFFAOYSA-N
PANXOT,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PANXUZ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ZEEZQPSWQKCBFF-ZZULHHKVSA-N
PANYOU,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,YFZWLPGHJUPSRQ-UHFFFAOYSA-N
PAPHOF,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,LGCPYQSYWVJQCJ-UHFFFAOYSA-N
PAPVEJ,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,UBQHPCOEJUBNLB-UHFFFAOYSA-N
PAQDES,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,VWXUTGOAOUCHHG-UHFFFAOYSA-N
PARFOF,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,DESKXQISJOCIDX-UHFFFAOYSA-N
PARPII,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,DESKXQISJOCIDX-UHFFFAOYSA-N
PARPIK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NICWJSCZTLNHPE-UHFFFAOYSA-N
PARPUU,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,FLYZHMYNHUXSQD-UHFFFAOYSA-N
PARVUC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,LUEXNLDVPSVDKD-JQIJEIRASA-N
PASGIC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,QYEOTWCKDWZACH-UHFFFAOYSA-N
PASKIF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SDAUVSLAZIXWAU-UHFFFAOYSA-N
PASMOO,Bi,83,208.9804,1.48,3.642758,48.0,0.942362,11.9,0.182377,1.9,ZLJZHZAIVNLELQ-UHFFFAOYSA-N
PATDIY,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
PATGUP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NYAZXHASVIWIRJ-UHFFFAOYSA-N
PATHOI,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,XDSAOVBTNPYIEJ-UHFFFAOYSA-N
PATKUR,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JBZVHZUXEKSPOJ-UHFFFAOYSA-N
PATREJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,NYRYURCICOJXHW-CKYTUPMTSA-N
PATTOV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,FRXUKLVVIFSLNO-UHFFFAOYSA-N
PATZEQ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,GLGSZERYOLHNML-UHFFFAOYSA-N
PAWXUJ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,KYQCOXFCLRTKLS-UHFFFAOYSA-N
PAXHAA,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,PKZYYLYMDJHUBP-UHFFFAOYSA-N
PAXZAS,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,ULVZDOXAXQUSSL-UHFFFAOYSA-N
PAXZEW,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,ULVZDOXAXQUSSL-UHFFFAOYSA-N
PAYJOQ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DGEZNRSVGBDHLK-UHFFFAOYSA-N
PAYMIN,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ISXPITWIJWSEKJ-UHFFFAOYSA-N
PAYREO,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JUJWROOIHBZHMG-UHFFFAOYSA-N
PAZRAK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LGQXVRIHIPWAFZ-UHFFFAOYSA-N
PAZSAL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SIBZMBAJKKZEGS-UHFFFAOYSA-N
PAZXUJ01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,HKOAFLAGUQUJQG-UHFFFAOYSA-N
PEBQUK,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,HOFVXSUZSDYZSA-UHFFFAOYSA-N
PEBWIE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,ULRVNIRBWWMQJT-UHFFFAOYSA-N
PECHOX,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PEDSUN,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,NYAZXHASVIWIRJ-UHFFFAOYSA-N
PEDVEB,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,HAKIIOCSYMFUKK-UHFFFAOYSA-N
PEFPIA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MBNDYCQCYUGGGA-UHFFFAOYSA-N
PEGLAR,Cs,55,132.90545196,2.44,1.946952774,400.9,0.47162600000000005,3.898,0.1542125,0.79,WYURNTSHIVDZCO-UHFFFAOYSA-N
PEGNIY,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PEGYIL,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,RTECKDZOLWRAGK-UHFFFAOYSA-N
PEHNUM,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,DGEZNRSVGBDHLK-UHFFFAOYSA-N
PEHRUR,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,UUWFJWDJEZLHTL-BQYQJAHWSA-N
PEJDOZ,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,BMAUKCMIAHSCKH-UHFFFAOYSA-N
PEJLUN,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,BUJDCVOKXDQAIU-UHFFFAOYSA-N
PEJNAV,Zr,40,91.224,1.75,3.31695,112.0,0.426,7.808,0.12488869999999999,1.33,XWFRJKGAWKSYLZ-UHFFFAOYSA-N
PEJNID,Zr,40,91.224,1.75,3.31695,112.0,0.426,7.808,0.12488869999999999,1.33,IOPWYRJWOHNXEM-UHFFFAOYSA-N
PEKTIK,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,YLQPWBWBAUMDEE-UHFFFAOYSA-N
PEKTOQ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,YLQPWBWBAUMDEE-UHFFFAOYSA-N
PELBAM,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,HJFZAYHYIWGLNL-UHFFFAOYSA-N
PELQEE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,CRFFXCBSBSCEPT-UHFFFAOYSA-N
PEMRIL,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,DGEZNRSVGBDHLK-UHFFFAOYSA-N
PENCOD,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JWPDUQLIPMJLOF-UHFFFAOYSA-N
PENKAU,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PSEJBIODJNSJNT-UHFFFAOYSA-N
PEPBAP,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,RFFQGKVABDVQQE-UHFFFAOYSA-N
PEPLEC,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PEPLIG,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PEPLOM,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PEPVAI,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,LCZUOKDVTBMCMX-UHFFFAOYSA-N
PEPWUF,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,NBIKGWGCQDGBGZ-UHFFFAOYSA-N
PEQCAR,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PEQWAK,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,SUAKHGWARZSWIH-UHFFFAOYSA-N
PERMEH,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
PESSIS,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PESSOX01,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESSOX02,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESSOY,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,CRFFXCBSBSCEPT-UHFFFAOYSA-N
PESSUD,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESSUD01,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESSUD02,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESSUE,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
PESTAK,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ZNCVMTHSKXVOMX-QUBYGPBYSA-N
PESTAK01,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESTAK02,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESTEO,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESTEO01,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PESZAR,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,ONOOMDGUKJLRQH-UHFFFAOYSA-N
PETSEO,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DGEZNRSVGBDHLK-UHFFFAOYSA-N
PETVIV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,UXTFKIJKRJJXNV-UHFFFAOYSA-N
PETVOB,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MGFJDEHFNMWYBD-OWOJBTEDSA-N
PETXES,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ROFVEXUMMXZLPA-UHFFFAOYSA-N
PEWDEC,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ZNCVMTHSKXVOMX-LDWIPMOCSA-N
PEXCEC,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,LGCPYQSYWVJQCJ-UHFFFAOYSA-N
PEYSUJ,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,RCJSUGISTSJOGZ-UHFFFAOYSA-N
PIBZOS,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,XSPWAPITIBZAGH-UHFFFAOYSA-N
PIBZUY,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,XSPWAPITIBZAGH-UHFFFAOYSA-N
PICBAH,Al,13,26.9815385,1.21,2.9928842,57.8,0.43283,9.539,0.150078,1.61,XSPWAPITIBZAGH-UHFFFAOYSA-N
PICVAA,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,QZZYYBQGTSGDPP-UHFFFAOYSA-N
PIDPUQ,Ba,56,137.327,2.15,2.605832,272.0,0.14462,5.211,0.1586786,0.89,ZMXDDKWLCZADIW-UHFFFAOYSA-N
PIDVII,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,UMXPCCZPJXTUIX-UHFFFAOYSA-N
PIDWAD,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,QOCXKAWVPFNPLM-UHFFFAOYSA-N
PIFXOU,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,JYDUZELAYHIRIM-UHFFFAOYSA-N
PIHJOH,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JOVDLGDLUFZERA-UHFFFAOYSA-N
PIHJOH01,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JOVDLGDLUFZERA-UHFFFAOYSA-N
PIHJOH02,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JOVDLGDLUFZERA-UHFFFAOYSA-N
PIHJOH03,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JOVDLGDLUFZERA-UHFFFAOYSA-N
PIHJUM,Hg,80,200.592,1.32,,33.91,,10.44,0.16899999999999998,1.9,DMQJTSJKMFPBMN-UHFFFAOYSA-N
PIHNIF,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,WAFMDSANKDBFRG-UHFFFAOYSA-N
PIJJIC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OYXWBNWYIAUXSY-UHFFFAOYSA-N
PILNEG,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,NKUFFYFOBGGDTP-UHFFFAOYSA-N
PILWOY,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,GOXNVAKIWBEGOF-UHFFFAOYSA-N
PILZAN01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MEPZZRWGHGOPGC-UHFFFAOYSA-N
PILZUI,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,HELNIXJAVZRTCG-UHFFFAOYSA-N
PINNIL,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PINNUX,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PINPAF,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,FDTQOZYHNDMJCM-UHFFFAOYSA-N
PIPKUW,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,AODALHUPEBREOC-UHFFFAOYSA-N
PITMEM,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,LOWBQJIZIKYKNL-UHFFFAOYSA-N
PIVCIJ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,MWVTWFVJZLCBMC-UHFFFAOYSA-N
PIVNUE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,NUSDWFJXOBDGNV-UHFFFAOYSA-N
PIXBEE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,HADJLNDJJZNOPS-UHFFFAOYSA-N
PIXGAH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,YKIRFVZUSXXHGB-UHFFFAOYSA-N
PIXGEL,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,YKIRFVZUSXXHGB-UHFFFAOYSA-N
PIXWOJ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,NHXIGACDFFALOG-UHFFFAOYSA-N
PIYWUQ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ZMXDDKWLCZADIW-UHFFFAOYSA-N
PIYWUQ01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ZMXDDKWLCZADIW-UHFFFAOYSA-N
POCQIJ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DQRKTVIJNCVZAX-UHFFFAOYSA-N
