,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
4093,Cd6I12,aflow:7c35314c5c00b2e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42199,156,hP18,2.3838,ICSD,2
4094,Ca1S1,aflow:8a362e18d5b777cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1S1_ICSD_619529,225,cF8,2.3838,ICSD,2
4095,Ca1S1,aflow:a705dec8cebf9cc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1S1_ICSD_30236,225,cF8,2.3838,ICSD,2
4096,Cd8I16,aflow:09bc58fb1f760096,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_9192,156,hP24,2.384,ICSD,2
4097,Ca1S1,aflow:b5ee43f7a0fd1293,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1S1_ICSD_41956,225,cF8,2.384,ICSD,2
4098,Ca1S1,aflow:251b6cfebb3704a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1S1_ICSD_619530,225,cF8,2.3841,ICSD,2
4099,Cd12I24,aflow:859e5fc195c72b12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_35259,156,hP36,2.3845,ICSD,2
4100,Cd8I16,aflow:efeea9c2097fe9c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42260,156,hP24,2.3845,ICSD,2
4101,Cd8I16,aflow:e3795a1408e41c0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42215,156,hP24,2.3847,ICSD,2
4102,Cd9I18,aflow:ff9d22d019b3ddce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42264,156,hP27,2.3849,ICSD,2
4103,I14Pb7,aflow:59497857fbc6f0a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_23763,156,hP21,2.385,ICSD,2
4104,I4Pb2,aflow:e27d5b889cff568f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/I2Pb1_ICSD_24266,166,hR6,2.385,ICSD,2
4105,Br18Ti6,aflow:a1047fcdf5faa392,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br3Ti1_ICSD_39242,2,aP8,2.3852,ICSD,2
4106,Ca1S1,aflow:546f382d917f298f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1S1_ICSD_52784,225,cF8,2.3853,ICSD,2
4107,Cd7I14,aflow:a2a4f628bc533eaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42259,156,hP21,2.3855,ICSD,2
4108,Cd11I22,aflow:99aff24ba6910ece,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42304,156,hP33,2.3856,ICSD,2
4109,Bi4O6,aflow:72bb25c8330f7ab5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2O3_ICSD_168810,160,hR10,2.3857,ICSD,2
4110,Cd6I12,aflow:07b54c3cbaf12a2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42257,164,hP18,2.386,ICSD,2
4111,Cd12I24,aflow:9274eb08525c3f7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42236,156,hP36,2.3867,ICSD,2
4112,Cd8I16,aflow:471aabbc7c771283,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_9193,156,hP24,2.3868,ICSD,2
4113,As16S16,aflow:14abf9d376d4d879,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185769,14,mP32,2.3869,ICSD,2
4114,Cd4I8,aflow:f2e731f6ecc333b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42198,186,hP12,2.3876,ICSD,2
4115,Cd14I28,aflow:55c2d244285e8d0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42240,156,hP42,2.3878,ICSD,2
4116,Cd8I16,aflow:33c13e8dc22eda51,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42201,186,hP24,2.3879,ICSD,2
4117,Cd9I18,aflow:a375152f379253cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42220,156,hP27,2.3879,ICSD,2
4118,Cd12I24,aflow:cd5808e8ed99c18e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42233,156,hP36,2.3879,ICSD,2
4119,Cd8I16,aflow:80162a469410072d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_37378,186,hP24,2.3881,ICSD,2
4120,Cd8I16,aflow:472ed63af066ffc7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42217,156,hP24,2.3887,ICSD,2
4121,As16S16,aflow:fd845240006a1e35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185779,14,mP32,2.3889,ICSD,2
4122,Cd9I18,aflow:1b0c28f3921024eb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42409,156,hP27,2.3895,ICSD,2
4123,As16S16,aflow:90326ecc19c19e8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185765,14,mP32,2.3895,ICSD,2
4124,Cd9I18,aflow:b74d990a2ee21a58,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42221,156,hP27,2.3895,ICSD,2
4125,As16S16,aflow:ff01364d4186a61f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185768,14,mP32,2.3902,ICSD,2
4126,Cd7I14,aflow:e1c13afc06402478,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42212,156,hP21,2.3904,ICSD,2
4127,Cd9I18,aflow:df6fbe7d6aa0269c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42263,156,hP27,2.3906,ICSD,2
4128,Cd7I14,aflow:3dd75f01f8446ef0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_9191,156,hP21,2.391,ICSD,2
4129,Cd8I16,aflow:9fa242a26836c18c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_9194,156,hP24,2.391,ICSD,2
4130,Cd11I22,aflow:66a5551335313076,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_36487,156,hP33,2.3915,ICSD,2
4131,Cd8I16,aflow:2fdb389350911328,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_108921,156,hP24,2.3916,ICSD,2
4132,Cd6I12,aflow:eff4abc044828dd9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42258,164,hP18,2.3916,ICSD,2
4133,Cd9I18,aflow:cdb9fc2d012b6a99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_36484,156,hP27,2.3917,ICSD,2
4134,Cd8I16,aflow:01a328b51f14335e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42283,156,hP24,2.3919,ICSD,2
4135,Cd11I22,aflow:3b346cd6735afceb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42287,156,hP33,2.3924,ICSD,2
4136,Cd6I12,aflow:9f91207fe7d7d4e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_27291,156,hP18,2.3924,ICSD,2
4137,Cd10I20,aflow:1401b15893236110,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_37379,156,hP30,2.3928,ICSD,2
4138,Cd4I8,aflow:6d8309fb30afd7ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_44792,156,hP12,2.393,ICSD,2
4139,As16S16,aflow:16f2fc19aac49a50,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_153277,14,mP32,2.3931,ICSD,2
4140,As16S16,aflow:b834be07a6a1b179,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As1S1_ICSD_15238,14,mP32,2.3932,ICSD,2
4141,Cd5I10,aflow:500739b31148e5f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42254,164,hP15,2.3937,ICSD,2
4142,As16S16,aflow:608b4c0a4ded1f92,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185783,14,mP32,2.3951,ICSD,2
4143,As16S16,aflow:4491b7542d541b77,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185782,14,mP32,2.3952,ICSD,2
4144,Cd7I14,aflow:3640017a138c11b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42303,156,hP21,2.3964,ICSD,2
4145,As16S16,aflow:43c116c4ce197ee5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185773,14,mP32,2.3974,ICSD,2
4146,Cd10I20,aflow:87f6219bb6729463,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42226,156,hP30,2.3974,ICSD,2
4147,Cd2I4,aflow:366af92f5231e554,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cd1I2_ICSD_42268,166,hR6,2.3976,ICSD,2
4148,Cl12Pt6,aflow:0baaf1f40f092510,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl2Pt1_ICSD_28527,166,hR18,2.3977,ICSD,2
4149,I6Pb3,aflow:6b18c1d781aeb5d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_24264,156,hP9,2.3978,ICSD,2
4150,Cd7I14,aflow:bb8db24913cfe2e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_30813,156,hP21,2.3978,ICSD,2
4151,Cd9I18,aflow:cbd467cdf7532571,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_35447,156,hP27,2.3982,ICSD,2
4152,Cd11I22,aflow:3f021ac4205f6ad9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_49574,156,hP33,2.3991,ICSD,2
4153,Cd7I14,aflow:7683ffc783158962,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42213,156,hP21,2.3991,ICSD,2
4154,Cd11I22,aflow:3cb42fde25f8f3ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_36486,156,hP33,2.3995,ICSD,2
4155,Cd8I16,aflow:a9dc2ac93b3b53e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_49572,156,hP24,2.3995,ICSD,2
4156,Cd5I10,aflow:4d51cae3c417733a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_108924,164,hP15,2.3999,ICSD,2
4157,Cd10I20,aflow:0721f23b81113b81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_9195,156,hP30,2.4003,ICSD,2
4158,I10Pb5,aflow:c083b0ea04070e9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_23762,156,hP15,2.4003,ICSD,2
4159,Cd8I16,aflow:c75a243a885f69e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_35258,156,hP24,2.4008,ICSD,2
4160,Cd12I24,aflow:7af8c452f83178d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_37384,156,hP36,2.4012,ICSD,2
4161,Cd11I22,aflow:adb52a82eb7f4f20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_43443,156,hP33,2.4014,ICSD,2
4162,As16S16,aflow:be2ae1239091f814,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_153280,14,mP32,2.4016,ICSD,2
4163,O8Ru2,aflow:b77a6c298ea2819a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/O4Ru1_ICSD_415306,15,mS20,2.4017,ICSD,2
4164,Cd7I14,aflow:5017f3a604bc2ff0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_37377,156,hP21,2.4018,ICSD,2
4165,Cd8I16,aflow:aaf478f834a78700,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_35446,156,hP24,2.4021,ICSD,2
4166,Cd6I12,aflow:8e60a5a1e6bce3cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42256,156,hP18,2.4024,ICSD,2
4167,Br24Si12,aflow:bdf13abae55e06b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Br12Si6_ICSD_421152,15,mS72,2.4027,ICSD,2
4168,Cd7I14,aflow:e8aed511a72580f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42214,156,hP21,2.4032,ICSD,2
4169,Cd5I10,aflow:027282b50f835059,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_108915,156,hP15,2.4045,ICSD,2
4170,As16S16,aflow:f95213a769eacee8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/As4S4_ICSD_185788,14,mP32,2.4063,ICSD,2
4171,Cd10I20,aflow:f1662b52a299bb36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42227,156,hP30,2.4064,ICSD,2
4172,P8S8,aflow:5b0477e9331a8e58,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/P4S4_ICSD_2302,15,mS32,2.4072,ICSD,2
4173,Cd12I24,aflow:de903f3e244c3b6d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42235,156,hP36,2.4072,ICSD,2
4174,Cd9I18,aflow:0ec80ec0cd8f75c9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42219,156,hP27,2.4073,ICSD,2
4175,Cd5I10,aflow:e2c766f23cabd8cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_108916,156,hP15,2.4075,ICSD,2
4176,Hf4I16,aflow:61b74559c2d37f14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Hf1I4_ICSD_62473,2,aP20,2.4091,ICSD,2
4177,Cd10I20,aflow:dc98c4b10c8c38f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42223,156,hP30,2.4091,ICSD,2
4178,I4Pb2,aflow:59d5791cf0e17238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/I2Pb1_ICSD_108914,166,hR6,2.4094,ICSD,2
4179,Bi2I6,aflow:4090e37d6fe6d5ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1I3_ICSD_187304,162,hP8,2.4097,ICSD,2
4180,Cl6Cr2,aflow:4f042a668a153d9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl3Cr1_ICSD_22080,12,mS16,2.4097,ICSD,2
4181,Br16Sn4,aflow:025e1aca03f1b210,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Br4Sn1_ICSD_26033,14,mP20,2.4108,ICSD,2
4182,Cd10I20,aflow:913dc4255767fbda,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_108928,156,hP30,2.4114,ICSD,2
4183,Cl12Pt6,aflow:6e743cf90aa03e39,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl2Pt1_ICSD_98668,166,hR18,2.4118,ICSD,2
4184,Cd10I20,aflow:60d77aea9aa578ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42224,156,hP30,2.4119,ICSD,2
4185,O24Se8,aflow:1c48e2c7d9dea3de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O12Se4_ICSD_18180,114,tP32,2.412,ICSD,2
4186,Cd9I18,aflow:37941528a38fe7a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_27269,156,hP27,2.412,ICSD,2
4187,Cd9I18,aflow:97f93635836896a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42175,156,hP27,2.4127,ICSD,2
4188,Ce1O2,aflow:7ab630e9726bb093,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_164744,225,cF12,2.4137,ICSD,2
4189,Bi2I6,aflow:acbb078e95e78fad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Bi1I3_ICSD_20676,162,hP8,2.4138,ICSD,2
4190,Cl10Pa2,aflow:9147f8b5d692a243,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl5Pa1_ICSD_15391,15,mS24,2.4146,ICSD,2
4191,Ce1O2,aflow:10865c5a86037ef4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_165720,225,cF12,2.4162,ICSD,2
4192,Ce1O2,aflow:04fd84c58b8e18a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_28753,225,cF12,2.4183,ICSD,2
4193,Ce1O2,aflow:255a7894c8147b7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182180,225,cF12,2.4183,ICSD,2
4194,Ce1O2,aflow:32957d433b481ab9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_53995,225,cF12,2.4183,ICSD,2
4195,Ce1O2,aflow:3e7a7f714ce7e7b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621710,225,cF12,2.4183,ICSD,2
4196,Ce1O2,aflow:41e2ddc430815a5e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621707,225,cF12,2.4183,ICSD,2
4197,Ce1O2,aflow:559f95f5cc63db6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_88759,225,cF12,2.4183,ICSD,2
4198,Ce1O2,aflow:83962c23e6620dd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621704,225,cF12,2.4183,ICSD,2
4199,Ce1O2,aflow:a01fbff402c22c6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_246087,225,cF12,2.4183,ICSD,2
4200,Ce1O2,aflow:b878fe0ff6dfe80a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_29046,225,cF12,2.4183,ICSD,2
4201,Ce1O2,aflow:beca99a30bfb8488,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_186172,225,cF12,2.4183,ICSD,2
4202,Ce1O2,aflow:c2a064ab990876f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182181,225,cF12,2.4183,ICSD,2
4203,Ce1O2,aflow:ddea0cb3e1811840,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_157419,225,cF12,2.4183,ICSD,2
4204,Ce1O2,aflow:df71b34d88a50ef2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621705,225,cF12,2.4183,ICSD,2
4205,Ce1O2,aflow:eacbcdc3abbc0d2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621719,225,cF12,2.4183,ICSD,2
4206,Ce1O2,aflow:ea1a80bf218d2f0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_185143,225,cF12,2.4183,ICSD,2
4207,Ce1O2,aflow:f9e2b7a015b5ca4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_61595,225,cF12,2.4183,ICSD,2
4208,Ce1O2,aflow:0f6707cf959d6d32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_28709,225,cF12,2.4184,ICSD,2
4209,Ce1O2,aflow:15888ce7198d1559,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182988,225,cF12,2.4184,ICSD,2
4210,Ce1O2,aflow:6026442465e75d07,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_290464,225,cF12,2.4184,ICSD,2
4211,Ce1O2,aflow:6b94fe4aa36eeab8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_262755,225,cF12,2.4184,ICSD,2
4212,Ce1O2,aflow:6cba85f34df875d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621718,225,cF12,2.4184,ICSD,2
4213,Ce1O2,aflow:7a904ff60d984aae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_621716,225,cF12,2.4184,ICSD,2
4214,Ce1O2,aflow:92834acf584462f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_186923,225,cF12,2.4184,ICSD,2
4215,Ce1O2,aflow:aa6ceeb12511471b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_156250,225,cF12,2.4184,ICSD,2
4216,Ce1O2,aflow:afd4d8d4c42cb1e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_290467,225,cF12,2.4184,ICSD,2
4217,Ce1O2,aflow:bb7c6db2fed4ca2b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_184584,225,cF12,2.4184,ICSD,2
4218,Ce1O2,aflow:d808d7cc738be6f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_186493,225,cF12,2.4184,ICSD,2
4219,Ce1O2,aflow:f49943343b10e0fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_181028,225,cF12,2.4185,ICSD,2
4220,Ce1O2,aflow:f8747a57e6f92290,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_180851,225,cF12,2.4185,ICSD,2
4221,Ce1O2,aflow:f9ab95a78cfa1f33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_169030,225,cF12,2.4185,ICSD,2
4222,Cd6I12,aflow:cd140e735bfa4c2f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_6066,164,hP18,2.4209,ICSD,2
4223,C11N4,aflow:626dac5fa5d5347b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C11N4_ICSD_184896,111,tP15,2.4221,ICSD,2
4224,O4S32,aflow:3c956c2282fe1847,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O1S8_ICSD_15998,29,oP36,2.4228,ICSD,2
4225,Cd10I20,aflow:1e7139a39d5dc9a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_42225,156,hP30,2.4229,ICSD,2
4226,Ce1O2,aflow:422b285011457fe0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182183,225,cF12,2.423,ICSD,2
4227,Ce1O2,aflow:56d7f2b6009da123,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182182,225,cF12,2.4235,ICSD,2
4228,Ce1O2,aflow:ab1b5c8c676f4b34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_167160,225,cF12,2.425,ICSD,2
4229,Ce1O2,aflow:004bf05300aebbf8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_180955,225,cF12,2.4252,ICSD,2
4230,Ce1O2,aflow:08ac7d560f50c0fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_164225,225,cF12,2.4252,ICSD,2
4231,Ce1O2,aflow:2f6776b5bf828911,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182989,225,cF12,2.4252,ICSD,2
4232,Ce1O2,aflow:e7b76422b6a38ae4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_169029,225,cF12,2.4253,ICSD,2
4233,Ce1O2,aflow:52f325d6e507bf94,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_72155,225,cF12,2.4254,ICSD,2
4234,Ce1O2,aflow:6167fe6915912a8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce1O2_ICSD_182990,225,cF12,2.4255,ICSD,2
4235,Cl30Nb6,aflow:9aaf73a66cf8b631,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl5Nb1_ICSD_300102,12,mS72,2.4289,ICSD,2
4236,Al4S6,aflow:121fc5def9918682,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Al2S3_ICSD_609250,167,hR10,2.4304,ICSD,2
4237,Cd4I8,aflow:497d202e2cd42f47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cd1I2_ICSD_42173,160,hR12,2.4315,ICSD,2
4238,Cd3I6,aflow:0a96c14c2ef27626,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cd1I2_ICSD_42269,166,hR9,2.4317,ICSD,2
4239,I2Pb1,aflow:9f01767550273087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/I2Pb1_ICSD_77325,166,hR3,2.432,ICSD,2
4240,Cl30Nb6,aflow:d69a34b2dacf26f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl10Nb2_ICSD_16757,12,mS72,2.4339,ICSD,2
4241,I2Pb1,aflow:53b93bad1a16ef0e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2Pb1_ICSD_30347,164,hP3,2.4344,ICSD,2
4242,Cd3I6,aflow:7badcb223f10e241,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cd1I2_ICSD_37385,166,hR9,2.4365,ICSD,2
4243,I2V1,aflow:3dc35e8398e45389,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/I2V1_ICSD_246907,164,hP3,2.4371,ICSD,2
