,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
4244,As16S12,aflow:62eb13bac6e5da8c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As4S3_ICSD_188059,62,oP28,2.4391,ICSD,2
4245,Br16Sn4,aflow:63cf33e1d553c18d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Br4Sn1_ICSD_51570,14,mP20,2.4421,ICSD,2
4246,P8S10,aflow:e770ca5e96f903df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P4S5_ICSD_23841,4,mP18,2.4452,ICSD,2
4247,Cl18Cr6,aflow:ada1ac0744d04063,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl3Cr1_ICSD_33578,153,hP24,2.4464,ICSD,2
4248,Cl6Cr2,aflow:e6f492e2100a77aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl3Cr1_ICSD_22081,148,hR8,2.4474,ICSD,2
4249,Br4Hg2,aflow:d6ba1e3d4bdc26a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br2Hg1_ICSD_36158,36,oS12,2.4502,ICSD,2
4250,P8S10,aflow:e33188759c82ce06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P4S5_ICSD_60647,4,mP18,2.4522,ICSD,2
4251,As16S12,aflow:30158ad0b4e435d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As4S3_ICSD_16105,62,oP28,2.4523,ICSD,2
4252,P8S10,aflow:024a26757fc1d956,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P4S5_ICSD_1995,11,mP18,2.454,ICSD,2
4253,P8S10,aflow:f435b88d8859c3d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P4S5_ICSD_16681,4,mP18,2.4543,ICSD,2
4254,Cl6Ir2,aflow:ef1ca820e6ffd261,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl3Ir1_ICSD_23171,12,mS16,2.455,ICSD,2
4255,Al2H6,aflow:ddd24a14226753ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Al1H3_ICSD_165294,167,hR8,2.4559,ICSD,2
4256,Cd1I2,aflow:140915c47918354e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_655780,164,hP3,2.4565,ICSD,2
4257,Al2H6,aflow:b75e123aedcfa346,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Al1H3_ICSD_182533,167,hR8,2.4567,ICSD,2
4258,Cd1I2,aflow:c0bdc498f10742c6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_53983,164,hP3,2.4575,ICSD,2
4259,Al2H6,aflow:9ba2aae6a8602e06,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Al1H3_ICSD_15225,167,hR8,2.4589,ICSD,2
4260,P16S24,aflow:8ffefe20bdaa5063,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/P4S6_ICSD_78765,14,mP40,2.4602,ICSD,2
4261,O24Sb16,aflow:5f74de333714b861,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Sb2_ICSD_414463,19,oP40,2.4614,ICSD,2
4262,O24Sb16,aflow:cba46c99951a35ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Sb2_ICSD_262268,19,oP40,2.4614,ICSD,2
4263,Cd1I2,aflow:baec27b4e9983994,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_44791,164,hP3,2.463,ICSD,2
4264,Cl18Ti6,aflow:6b9c6c8bc420c65f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl3Ti1_ICSD_39427,5,mS48,2.4646,ICSD,2
4265,Cd1I2,aflow:093681848af36716,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1I2_ICSD_43852,164,hP3,2.4647,ICSD,2
4266,Ge2S4,aflow:3fa5407ed2f97996,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1S2_ICSD_637784,122,tI12,2.4672,ICSD,2
4267,As16S12,aflow:78b06500026f93d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As4S3_ICSD_611308,62,oP28,2.469,ICSD,2
4268,O12Si6,aflow:afe4b0a3c4163015,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/O2Si1_ICSD_170539,167,hR18,2.4712,ICSD,2
4269,O32Ru8,aflow:f3d8a31f2dcd56d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O4Ru1_ICSD_415303,218,cP40,2.4723,ICSD,2
4270,Al2H6,aflow:18af94087a75de9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Al1H3_ICSD_168162,167,hR8,2.4739,ICSD,2
4271,Cl6Ti2,aflow:a3db066155d83235,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl3Ti1_ICSD_29035,162,hP8,2.476,ICSD,2
4272,Cl20Nb4,aflow:6ddd0f6fade4f09f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Cl5Nb1_ICSD_66537,14,mP24,2.4763,ICSD,2
4273,O8Ti4,aflow:3087d1d8e6761394,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Ti1_ICSD_154036,14,mP12,2.4764,ICSD,2
4274,Br4Hg2,aflow:46549e7478d89666,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br2Hg1_ICSD_39319,36,oS12,2.4767,ICSD,2
4275,C3N4,aflow:93bf3e4e126065cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3N4_ICSD_83264,215,cP7,2.4777,ICSD,2
4276,C3N4,aflow:02e917f98e603284,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3N4_ICSD_246659,215,cP7,2.478,ICSD,2
4277,C3N4,aflow:388339ec552fedf9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3N4_ICSD_41951,215,cP7,2.4781,ICSD,2
4278,Br16Ge8,aflow:815e452c1c01f07e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Br2Ge1_ICSD_100088,14,mP24,2.4837,ICSD,2
4279,Na2S1,aflow:eceefbe0f5d07d00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_56024,225,cF12,2.4848,ICSD,2
4280,Na2S1,aflow:7714bde0cc0c4497,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_60436,225,cF12,2.4863,ICSD,2
4281,Bi2I6,aflow:7742e7e70ab65ac9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_187606,148,hR8,2.4877,ICSD,2
4282,B12P2,aflow:2689b6689b89c759,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/B6P1_ICSD_615156,166,hR14,2.488,ICSD,2
4283,B12P2,aflow:49cb763e97af771b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/B6P1_ICSD_615157,166,hR14,2.4881,ICSD,2
4284,O8Ti4,aflow:c8280a2d2ecab0f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Ti1_ICSD_154035,14,mP12,2.489,ICSD,2
4285,Bi2I6,aflow:b7f691c9f7af8d1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_187305,148,hR8,2.4893,ICSD,2
4286,Bi2I6,aflow:c16e3656adff1f01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_187605,148,hR8,2.4893,ICSD,2
4287,Na2S1,aflow:5a1d72050d65f389,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_656376,225,cF12,2.4898,ICSD,2
4288,B12P2,aflow:9f527bc548147e8b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/B12P2_ICSD_62748,166,hR14,2.4904,ICSD,2
4289,Na2S1,aflow:96487c45c89c7f68,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644959,225,cF12,2.4908,ICSD,2
4290,F6Mo2,aflow:f969083cadac0cb9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/F3Mo1_ICSD_26629,167,hR8,2.4944,ICSD,2
4291,S1Sr1,aflow:270aad1cc64f1051,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_53941,225,cF8,2.4951,ICSD,2
4292,S1Sr1,aflow:633b52a04e00991f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_182724,225,cF8,2.4951,ICSD,2
4293,S1Sr1,aflow:8fdf39b08638f0a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_28900,225,cF8,2.4953,ICSD,2
4294,S1Sr1,aflow:960fd57ba603a006,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651061,225,cF8,2.4953,ICSD,2
4295,S1Sr1,aflow:ddfbe7813fa08520,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_249177,225,cF8,2.4955,ICSD,2
4296,S1Sr1,aflow:0bcc9f0eb7238329,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651059,225,cF8,2.4956,ICSD,2
4297,S1Sr1,aflow:404ebc059d3a70d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651062,225,cF8,2.4956,ICSD,2
4298,S1Sr1,aflow:640232619098cf2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651068,225,cF8,2.4956,ICSD,2
4299,S1Sr1,aflow:b9a449ad5a23c377,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651056,225,cF8,2.4956,ICSD,2
4300,S1Sr1,aflow:d634ca7df6ef6641,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651057,225,cF8,2.4956,ICSD,2
4301,S1Sr1,aflow:f1874133a1490a47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651060,225,cF8,2.4956,ICSD,2
4302,S1Sr1,aflow:fe144a5804fc2cff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_30239,225,cF8,2.4956,ICSD,2
4303,S1Sr1,aflow:6ac5d37c71f09423,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_52112,225,cF8,2.4957,ICSD,2
4304,S1Sr1,aflow:92931abdec5d58c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_651054,225,cF8,2.4957,ICSD,2
4305,Li2Te1,aflow:f237511d90939265,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Te1_ICSD_182740,225,cF12,2.4957,ICSD,2
4306,S1Sr1,aflow:caaace5e9d84883e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_659132,225,cF8,2.4958,ICSD,2
4307,S1Sr1,aflow:fde5530a17dea6e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_164143,225,cF8,2.4959,ICSD,2
4308,Li2Te1,aflow:124acbd30cc052b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Te1_ICSD_60434,225,cF12,2.4961,ICSD,2
4309,Na2S1,aflow:2e6543182d93af9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2S1_ICSD_644962,225,cF12,2.4961,ICSD,2
4310,Ce2O4,aflow:0bd636fe8e8aa7c8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ce1O2_ICSD_169031,136,tP6,2.4966,ICSD,2
4311,Li2Te1,aflow:a8720f2050c0d826,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Te1_ICSD_642398,225,cF12,2.4966,ICSD,2
4312,C1S14,aflow:1908464a5f2389af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/C1S14_ICSD_26464,166,hR15,2.4979,ICSD,2
4313,Li2Te1,aflow:f20e7de43915e933,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li2Te1_ICSD_642399,225,cF12,2.498,ICSD,2
4314,S1Sr1,aflow:6c71b403a391f2d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/S1Sr1_ICSD_290055,225,cF8,2.4981,ICSD,2
4315,Ge2S4,aflow:067f6fb0b1b60014,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1S2_ICSD_16951,122,tI12,2.503,ICSD,2
4316,Bi2I6,aflow:a2f17e3e61f20c67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_36182,148,hR8,2.5039,ICSD,2
4317,Bi2I6,aflow:e7e015bbb33b7e66,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_26083,148,hR8,2.5043,ICSD,2
4318,Bi2I6,aflow:cdf286047c91c1ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_53634,148,hR8,2.5045,ICSD,2
4319,F6Mo2,aflow:22c9bf5ed0ad01ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/F3Mo1_ICSD_68527,167,hR8,2.505,ICSD,2
4320,Cl6Ti2,aflow:d3377c7f12bd32a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl3Ti1_ICSD_39426,148,hR8,2.5053,ICSD,2
4321,Bi2I6,aflow:4da8d4695ae7fa85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Bi1I3_ICSD_56570,148,hR8,2.5056,ICSD,2
4322,O8Ti4,aflow:dad2613de98888ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Ti1_ICSD_189321,14,mP12,2.5065,ICSD,2
4323,F9Fe3,aflow:cae35ce208b985fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/F3Fe1_ICSD_29132,150,hP12,2.5077,ICSD,2
4324,Ge2S4,aflow:bdcd84c2bc1f6b62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1S2_ICSD_167194,122,tI12,2.5103,ICSD,2
4325,P8S8,aflow:d3ac76a886e0f27c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/P4S4_ICSD_1703,15,mS32,2.5122,ICSD,2
4326,Cl18Ti6,aflow:e423761a62c0236d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl3Ti1_ICSD_39429,12,mS48,2.5122,ICSD,2
4327,Cl6Ti2,aflow:a64f99f3396f0983,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl3Ti1_ICSD_43444,148,hR8,2.5131,ICSD,2
4328,Bi2I6,aflow:cdd0bebf7c9bf842,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/Bi1I3_ICSD_78791,148,hR8,2.5164,ICSD,2
4329,Bi2I6,aflow:6b4fb7e8fb7857de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi1I3_ICSD_56573,148,hR8,2.5185,ICSD,2
4330,Br6U2,aflow:b9107dfe47540b13,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br3U1_ICSD_31579,11,mP8,2.5207,ICSD,2
4331,Br2Ti1,aflow:d45828daccee5a11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br2Ti1_ICSD_26078,164,hP3,2.5208,ICSD,2
4332,Cl6Ti2,aflow:7ffb59f45481b032,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Cl3Ti1_ICSD_38236,148,hR8,2.5213,ICSD,2
4333,F12Xe4,aflow:cc906e1cecdb8c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/F6Xe2_ICSD_18128,14,mP16,2.5223,ICSD,2
4334,Cl1Tl1,aflow:45bf324a62447cfb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Tl1_ICSD_61518,225,cF8,2.5246,ICSD,2
4335,Cl12Ti4,aflow:2f7764be8b82fce1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl3Ti1_ICSD_39428,15,mS32,2.5256,ICSD,2
4336,O4Ti2,aflow:a28cfae21c8f12e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_202243,141,tI12,2.5268,ICSD,2
4337,O4Ti2,aflow:44470e589cb8b8ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_24276,141,tI12,2.5283,ICSD,2
4338,Cl12Ti4,aflow:b63bfe835e069761,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Cl3Ti1_ICSD_39430,15,mS32,2.5287,ICSD,2
4339,Br4Hg2,aflow:e78ae35105b81056,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br2Hg1_ICSD_30290,36,oS12,2.5288,ICSD,2
4340,O4Ti2,aflow:b37551a99df755a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_202242,141,tI12,2.5293,ICSD,2
4341,O4Ti2,aflow:137d6c1a51cf7546,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_9852,141,tI12,2.5295,ICSD,2
4342,O4Ti2,aflow:043ca91c212146af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_63711,141,tI12,2.53,ICSD,2
4343,O32Si16,aflow:f50fcdb9774379ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Si1_ICSD_170537,126,tP48,2.5345,ICSD,2
4344,Cl18Ti6,aflow:1bffa50119fa98b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cl3Ti1_ICSD_26070,151,hP24,2.5352,ICSD,2
4345,O4Ti2,aflow:d461b493e72a5ba1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_172914,141,tI12,2.5385,ICSD,2
4346,O4Ti2,aflow:e8ca31db27cd9e32,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_9854,141,tI12,2.5427,ICSD,2
4347,O4Ti2,aflow:1d578fb6e16008b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_184368,141,tI12,2.5436,ICSD,2
4348,O4Ti2,aflow:c59f4d78513a2da1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_92363,141,tI12,2.5442,ICSD,2
4349,O4Ti2,aflow:f2bd753197d2ff91,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_9853,141,tI12,2.5443,ICSD,2
4350,Br6U2,aflow:a827db8a89facab9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br3U1_ICSD_4070,11,mP8,2.5444,ICSD,2
4351,O4Ti2,aflow:a8d6fed5acc47ea6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154610,141,tI12,2.5474,ICSD,2
4352,O4Ti2,aflow:1f957b4a451c4a02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_9855,141,tI12,2.5495,ICSD,2
4353,Mg1Se1,aflow:be089f53605f184f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Se1_ICSD_159398,216,cF8,2.5506,ICSD,2
4354,O4Ti2,aflow:1ec8ff77e7912a09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_156838,141,tI12,2.5511,ICSD,2
4355,O4Ti2,aflow:39bc7d68e0a7c04c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_159910,141,tI12,2.5511,ICSD,2
4356,O4Ti2,aflow:a06f0d1997fb6a97,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154601,141,tI12,2.5528,ICSD,2
4357,O4Ti2,aflow:6efc4a37edd79f48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_44882,141,tI12,2.5534,ICSD,2
4358,B16S32,aflow:19aad362f8837e58,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/B8S16_ICSD_15267,14,mP48,2.5535,ICSD,2
4359,C4Mg2,aflow:f5f78826aac5f3d0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/C2Mg1_ICSD_88057,136,tP6,2.5559,ICSD,2
4360,Lu4S6,aflow:91fc3785291edc02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Lu2S3_ICSD_72293,167,hR10,2.5588,ICSD,2
4361,Cr2F4,aflow:c284c34af0f8bbaf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Cr1F2_ICSD_31827,14,mP6,2.5588,ICSD,2
4362,O4Ti2,aflow:9499fbf9dfe4ee7e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154607,141,tI12,2.5599,ICSD,2
4363,O4Ti2,aflow:55a67ce9311f5a43,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_94566,141,tI12,2.561,ICSD,2
4364,O4Ti2,aflow:cade284c7847df19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154603,141,tI12,2.5612,ICSD,2
4365,O4Ti2,aflow:5fba364867a8561e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_189318,141,tI12,2.5627,ICSD,2
4366,O4Ti2,aflow:d3e480f472972bf7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_154608,141,tI12,2.5635,ICSD,2
4367,F4Mn2,aflow:006fd54bf951f621,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Mn1_ICSD_63569,136,tP6,2.5638,ICSD,2
4368,Lu4S6,aflow:8c20911c3974b3cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Lu2S3_ICSD_642568,167,hR10,2.5639,ICSD,2
4369,O4Ti2,aflow:4e4d206bb2deef73,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_183767,141,tI12,2.5641,ICSD,2
4370,C2Se4,aflow:9776ed596093cde2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C1Se2_ICSD_60374,64,oS12,2.5657,ICSD,2
4371,P8S20,aflow:0264a1bdd663e423,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/P4S10_ICSD_23843,2,aP28,2.5661,ICSD,2
4372,O4Ti2,aflow:6efe4196a2b2f6ac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_200392,141,tI12,2.5661,ICSD,2
4373,O4Ti2,aflow:20b4ae0046b416ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_161908,141,tI12,2.5682,ICSD,2
4374,F4Mn2,aflow:a4737201d637f628,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Mn1_ICSD_63568,136,tP6,2.5684,ICSD,2
4375,O16Ti8,aflow:a2b7cdbe06e8b9e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_154606,61,oP24,2.5693,ICSD,2
4376,F4Mn2,aflow:f4c0293ffe232c36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Mn1_ICSD_26602,136,tP6,2.5693,ICSD,2
4377,O16Ti8,aflow:2a00e5aecb5b68e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_56155,61,oP24,2.5694,ICSD,2
4378,O16Ti8,aflow:2b8611a6972e5aae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_647563,61,oP24,2.5694,ICSD,2
4379,O16Ti8,aflow:a2b2b2c2fdaa828b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_15409,61,oP24,2.57,ICSD,2
4380,O16Ti8,aflow:c419ae1381f23993,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_36411,61,oP24,2.5702,ICSD,2
4381,O16Ti8,aflow:40ec15d0019d34a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_154605,61,oP24,2.5707,ICSD,2
4382,O16Ti8,aflow:4778f74c07b0920a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_189319,61,oP24,2.571,ICSD,2
4383,Cl4F12,aflow:0563a10439850bb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cl1F3_ICSD_19079,62,oP16,2.5712,ICSD,2
4384,O16Ti8,aflow:bc72095ca26a006e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_36408,61,oP24,2.5715,ICSD,2
4385,O16Ti8,aflow:2c16d90a05962c4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_36410,61,oP24,2.5721,ICSD,2
4386,O16Ti8,aflow:cf93cb845d35deaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_77693,61,oP24,2.5721,ICSD,2
4387,Cl2Hg2,aflow:4ea19a2ae7e45725,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2Hg2_ICSD_36195,139,tI8,2.5722,ICSD,2
4388,Hg4N24,aflow:7a56f0afc799f07d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hg1N6_ICSD_21029,29,oP28,2.5722,ICSD,2
4389,O4Ti2,aflow:ee757900181b6457,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Ti1_ICSD_172916,141,tI12,2.5722,ICSD,2
4390,Mg2Se2,aflow:6a4f443cf74c4d29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg1Se1_ICSD_658986,186,hP4,2.5723,ICSD,2
4391,F4Mn2,aflow:042b5674a9fa99cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F2Mn1_ICSD_53985,136,tP6,2.5727,ICSD,2
4392,O16Ti8,aflow:6a8fc67c279190ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_36409,61,oP24,2.5731,ICSD,2
4393,O16Ti8,aflow:16cabd319d2243e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Ti1_ICSD_261744,61,oP24,2.5734,ICSD,2
4394,Cl2Hg2,aflow:7854022399e235d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2Hg2_ICSD_157979,139,tI8,2.5748,ICSD,2
